30

2 0 0 6480 239760 116640
2 0 0 25920 181440 155520
1 0 0 90720 272160 0
2 0 0 0 362880 0

2 36 4500 84024 231120 43200
2 0 2160 64800 238320 57600
2 0 2160 63360 236880 60480
2 0 576 46080 241344 74880
2 0 324 43740 241056 77760
2 0 0 27360 240480 95040
1 720 32400 200160 129600 0
1 288 22320 184752 155520 0
1 324 22140 180576 159840 0
1 0 12960 167040 182880 0
1 0 5760 149760 207360 0
2 0 7200 122400 216000 17280
